,Mkt-RF,SMB,HML,RF
20180312,-0.09,0.47,-0.08,0.005
20180313,-0.67,0.08,0.03,0.005
20180314,-0.53,0.23,-0.58,0.005
20180315,-0.18,-0.39,0.32,0.005
20180316,0.25,0.47,0.18,0.005
20180319,-1.38,0.35,0.41,0.005
20180320,0.15,-0.08,-0.36,0.005
20180321,-0.06,0.75,0.45,0.005
20180322,-2.54,0.51,-0.49,0.005
20180323,-2.09,0.21,-0.23,0.005
20180326,2.67,-0.68,0.03,0.005
20180327,-1.87,-0.21,0.37,0.005
20180328,-0.35,0.14,0.65,0.005
20180329,1.41,-0.31,-0.22,0.005
20180402,-2.29,-0.15,0.36,0.007
20180403,1.24,-0.04,0.19,0.007
20180404,1.17,0.33,-0.32,0.007
20180405,0.75,0.03,0.47,0.007
20180406,-2.19,0.39,-0.06,0.007
20180409,0.3,-0.15,-0.53,0.007
20180410,1.77,0.4,-0.12,0.007
20180411,-0.49,0.92,-0.31,0.007
20180412,0.84,-0.23,0.19,0.007
20180413,-0.37,0.03,-0.24,0.007
20180416,0.82,0.08,-0.02,0.007
20180417,1.09,0.16,-1.18,0.007
20180418,0.13,0.21,0.02,0.007
20180419,-0.49,-0.47,1.08,0.007
20180420,-0.81,0.06,0.58,0.007
20180423,-0.05,-0.07,0.2,0.007
20180424,-1.3,0.54,1.02,0.007
20180425,0.1,-0.33,0.08,0.007
20180426,0.96,-0.39,-0.85,0.007
20180427,0.01,-0.26,0.03,0.007
20180430,-0.8,0.03,-0.1,0.007
20180501,0.24,0.23,-0.55,0.006
20180502,-0.63,1.28,-0.36,0.006
20180503,-0.25,-0.52,-0.15,0.006
20180504,1.3,0.02,-0.2,0.006
20180507,0.42,0.41,-0.34,0.006
20180508,0.07,0.5,0.24,0.006
20180509,0.89,-0.22,0.26,0.006
20180510,0.85,-0.44,-0.05,0.006
20180511,0.19,0.13,-0.38,0.006
20180514,0.05,-0.36,0.1,0.006
20180515,-0.55,0.67,0.41,0.006
20180516,0.5,0.71,-0.25,0.006
20180517,0.02,0.9,0.3,0.006
20180518,-0.23,0.57,-0.61,0.006
20180521,0.72,-0.19,0.44,0.006
20180522,-0.42,-0.76,0.61,0.006
20180523,0.29,0.05,-0.7,0.006
20180524,-0.16,0.37,-0.35,0.006
20180525,-0.21,0.25,-0.4,0.006
20180529,-1.04,1.33,-1.02,0.006
20180530,1.31,0.05,0.37,0.006
20180531,-0.7,0.07,-0.43,0.006
20180601,1.06,-0.23,-0.11,0.006
20180604,0.48,0.18,-0.44,0.006
20180605,0.16,0.82,-0.44,0.006
20180606,0.86,-0.33,0.2,0.006
20180607,-0.14,-0.3,0.93,0.006
20180608,0.31,0.08,-0.4,0.006
20180611,0.12,0.18,-0.16,0.006
20180612,0.23,0.23,-0.63,0.006
20180613,-0.33,0.07,-0.2,0.006
20180614,0.27,0.32,-1,0.006
20180615,-0.08,0.05,-0.25,0.006
20180618,-0.09,0.72,0.08,0.006
20180619,-0.38,0.57,-0.14,0.006
20180620,0.23,0.73,-0.51,0.006
20180621,-0.73,-0.63,0.34,0.006
20180622,0.11,0,0.46,0.006
20180625,-1.48,-0.54,0.57,0.006
20180626,0.27,0.63,-0.24,0.006
20180627,-1.02,-1,0.36,0.006
20180628,0.58,-0.18,-0.51,0.006
20180629,0.07,-0.2,-0.24,0.006
20180702,0.36,0.44,-0.26,0.008
20180703,-0.44,0.81,-0.02,0.008
20180705,0.87,0.44,-0.43,0.008
20180706,0.88,0.05,-0.3,0.008
20180709,0.93,-0.41,0.86,0.008
20180710,0.21,-0.78,-0.17,0.008
20180711,-0.69,-0.02,-0.47,0.008
20180712,0.86,-0.35,-1.14,0.008
20180713,0.08,-0.12,-0.29,0.008
20180716,-0.16,-0.78,0.98,0.008
20180717,0.48,0.26,-0.76,0.008
20180718,0.27,-0.27,0.67,0.008
20180719,-0.34,0.96,-0.36,0.008
20180720,-0.1,-0.19,0.13,0.008
20180723,0.15,-0.3,0.55,0.008
20180724,0.22,-1.36,0.4,0.008
20180725,0.83,-0.44,-1.06,0.008
20180726,-0.2,0.65,0.57,0.008
20180727,-0.82,-1.38,1.06,0.008
20180730,-0.7,-0.22,1.57,0.008
20180731,0.51,0.86,-1.11,0.008
20180801,-0.13,0.05,-0.19,0.007
20180802,0.67,0.31,-0.68,0.007
20180803,0.31,-1.07,0.51,0.007
20180806,0.46,0.26,-0.33,0.007
20180807,0.29,0.03,-0.17,0.007
20180808,-0.04,-0.12,0.26,0.007
20180809,-0.05,0.37,-0.35,0.007
20180810,-0.6,0.39,-0.21,0.007
20180813,-0.46,-0.15,-0.29,0.007
20180814,0.69,0.3,0.21,0.007
20180815,-0.91,-0.54,-0.13,0.007
20180816,0.86,-0.06,0.25,0.007
20180817,0.3,0.09,0.02,0.007
20180820,0.25,0.12,0.14,0.007
20180821,0.33,0.91,0.12,0.007
20180822,0.05,0.36,-0.35,0.007
20180823,-0.19,-0.05,-0.33,0.007
20180824,0.62,-0.02,-0.57,0.007
20180827,0.74,-0.67,-0.16,0.007
20180828,-0.01,-0.12,-0.28,0.007
20180829,0.56,-0.05,-0.58,0.007
20180830,-0.41,0.29,-0.42,0.007
20180831,0.08,0.5,-0.39,0.007
20180904,-0.11,-0.37,0.01,0.008
20180905,-0.41,-0.18,0.66,0.008
20180906,-0.44,-0.35,-0.24,0.008
20180907,-0.18,0.1,-0.22,0.008
20180910,0.23,0.12,-0.37,0.008
20180911,0.37,-0.3,-0.24,0.008
20180912,0.03,-0.06,-0.22,0.008
20180913,0.45,-0.44,-0.41,0.008
20180914,0.12,0.26,0.25,0.008
20180917,-0.71,-0.45,0.84,0.008
20180918,0.57,0.04,-0.49,0.008
20180919,0.06,-0.66,1.28,0.008
20180920,0.77,0.31,-0.23,0.008
20180921,-0.13,-0.42,0.3,0.008
20180924,-0.31,0.05,-0.9,0.008
20180925,-0.05,0.27,-0.38,0.008
20180926,-0.4,-0.38,-0.64,0.008
20180927,0.27,-0.26,-0.55,0.008
20180928,-0.03,0.4,-0.2,0.008
20181001,0.16,-1.62,0.34,0.008
20181002,-0.21,-0.98,0.6,0.008
20181003,0.2,0.84,0.5,0.008
20181004,-0.93,-1.06,1.58,0.008
20181005,-0.64,-0.43,0.39,0.008
20181008,-0.17,-0.4,1.22,0.008
20181009,-0.18,-0.29,0.29,0.008
20181010,-3.33,0.3,1.12,0.008
20181011,-1.96,0.45,-0.93,0.008
20181012,1.38,-0.88,-1.75,0.008
20181015,-0.48,0.92,0.52,0.008
20181016,2.24,0.68,-1.43,0.008
20181017,-0.08,-0.68,0.25,0.008
20181018,-1.54,-0.54,0.42,0.008
20181019,-0.25,-1.33,0.71,0.008
20181022,-0.38,0.48,-1.25,0.008
20181023,-0.62,-0.09,-0.42,0.008
20181024,-3.33,-0.93,0.77,0.008
20181025,1.93,0.42,-0.59,0.008
20181026,-1.65,0.58,0.36,0.008
20181029,-0.77,-0.32,1.6,0.008
20181030,1.66,0.41,0.08,0.008
20181031,1.22,-0.65,-0.74,0.008
20181101,1.29,1.35,-1.14,0.008
20181102,-0.53,0.8,0.66,0.008
20181105,0.4,-1.02,1.56,0.008
20181106,0.58,-0.16,0.03,0.008
20181107,2.11,-0.33,-1.05,0.008
20181108,-0.28,-0.24,0.24,0.008
20181109,-1.04,-0.86,0.42,0.008
20181112,-2.06,0.02,0.84,0.008
20181113,-0.13,-0.11,0.16,0.008
20181114,-0.77,0.03,-0.29,0.008
20181115,1.18,0.36,-0.4,0.008
20181116,0.15,0.01,-0.05,0.008
20181119,-1.88,-0.73,2.31,0.008
20181120,-1.85,0.14,-0.54,0.008
20181121,0.51,0.98,-0.34,0.008
20181123,-0.55,0.83,-0.61,0.008
20181126,1.62,-0.66,-0.2,0.008
20181127,0.11,-1.09,0.26,0.008
20181128,2.42,0.45,-1.17,0.008
20181129,-0.22,-0.11,-0.09,0.008
20181130,0.78,-0.33,-0.43,0.008
20181203,1.13,-0.05,-0.8,0.011
20181204,-3.45,-0.96,-0.2,0.011
20181206,-0.16,0.14,-1.05,0.011
20181207,-2.36,0.2,1.34,0.011
20181210,0.1,-0.11,-1.62,0.011
20181211,-0.08,-0.05,-0.41,0.011
20181212,0.68,0.57,-0.18,0.011
20181213,-0.26,-1.51,-0.19,0.011
20181214,-1.89,-0.07,0.49,0.011
20181217,-2.14,-0.26,1.08,0.011
20181218,-0.03,0.03,-0.62,0.011
20181219,-1.58,-0.62,0.03,0.011
20181220,-1.62,-0.28,0.97,0.011
20181221,-2.17,-0.55,0.77,0.011
20181224,-2.55,1,-0.49,0.011
20181226,5.06,-0.06,-1.01,0.011
20181227,0.78,-0.66,-0.13,0.011
20181228,-0.03,0.78,0.26,0.011
20181231,0.9,-0.09,-0.46,0.011
20190102,0.23,0.59,1.12,0.01
20190103,-2.45,0.36,1.2,0.01
20190104,3.55,0.41,-0.7,0.01
20190107,0.94,1,-0.75,0.01
20190108,1.01,0.53,-0.63,0.01
20190109,0.56,0.45,0.1,0.01
20190110,0.42,0.04,-0.46,0.01
20190111,-0.01,0.13,0.21,0.01
20190114,-0.6,-0.6,0.94,0.01
20190115,1.06,-0.01,-0.89,0.01
20190116,0.28,0.04,0.93,0.01
20190117,0.75,0.11,-0.24,0.01
20190118,1.29,-0.36,0.12,0.01
20190122,-1.53,-0.4,0.32,0.01
20190123,0.15,-0.39,-0.14,0.01
20190124,0.23,0.44,0,0.01
20190125,0.9,0.46,-0.35,0.01
20190128,-0.8,-0.16,0.63,0.01
20190129,-0.19,-0.01,0.17,0.01
20190130,1.51,-0.15,-0.94,0.01
20190131,0.92,0.12,-1.08,0.01
20190201,0.14,-0.13,0.43,0.01
20190204,0.72,0.49,-0.46,0.01
20190205,0.43,-0.08,-0.6,0.01
20190206,-0.22,-0.01,0.07,0.01
20190207,-0.93,-0.13,0.39,0.01
20190208,0.09,0.05,-0.69,0.01
20190211,0.14,0.66,0.23,0.01
20190212,1.36,0.02,-0.17,0.01
20190213,0.28,0.06,0.07,0.01
20190214,-0.21,0.52,-0.58,0.01
20190215,1.13,0.25,0.48,0.01
20190219,0.19,0.29,0.29,0.01
20190220,0.19,0.21,0.54,0.01
20190221,-0.37,-0.07,-0.23,0.01
20190222,0.65,0.55,-1.48,0.01
20190225,0.15,-0.26,-0.18,0.01
20190226,-0.16,-0.63,-0.33,0.01
20190227,0.09,0.19,-0.12,0.01
20190228,-0.31,0.03,-0.24,0.01
20190301,0.72,0.28,-0.4,0.009
20190304,-0.52,-0.41,0.38,0.009
20190305,-0.17,-0.31,-0.23,0.009
20190306,-0.84,-1.26,0.04,0.009
20190307,-0.82,-0.07,-0.33,0.009
20190308,-0.22,0.05,-0.17,0.009
20190311,1.49,0.36,-0.52,0.009
20190312,0.25,-0.28,-0.08,0.009
20190313,0.68,-0.32,0.07,0.009
20190314,-0.1,-0.41,0.31,0.009
20190315,0.48,-0.25,-0.25,0.009
20190318,0.46,0.15,0.45,0.009
20190319,-0.09,-0.39,-0.91,0.009
20190320,-0.39,0.01,-1.04,0.009
20190321,1.11,0.3,-1.22,0.009
20190322,-2.17,-1.51,-0.07,0.009
20190325,-0.05,0.66,-0.26,0.009
20190326,0.76,0.17,0.47,0.009
20190327,-0.5,0.1,0.49,0.009
20190328,0.4,0.34,0.02,0.009
20190329,0.66,-0.22,-0.92,0.009
20190401,1.19,-0.3,0.99,0.01
20190402,-0.05,-0.13,-0.45,0.01
20190403,0.27,0.23,-0.4,0.01
20190404,0.19,0.21,0.93,0.01
20190405,0.52,0.53,-0.07,0.01
20190408,0.08,-0.29,0.1,0.01
20190409,-0.65,-0.56,-0.14,0.01
20190410,0.48,0.98,-0.1,0.01
20190411,0,-0.31,0.41,0.01
20190412,0.65,-0.51,0.65,0.01
20190415,-0.09,-0.22,-0.54,0.01
20190416,0.13,0.12,0.7,0.01
20190417,-0.32,-0.7,0.84,0.01
20190418,0.11,-0.25,-0.51,0.01
20190422,0.11,-0.46,-0.55,0.01
20190423,0.97,0.72,-0.49,0.01
20190424,-0.23,0.27,-0.08,0.01
20190425,-0.14,-0.75,-0.19,0.01
20190426,0.53,0.44,0.06,0.01
20190429,0.18,0.08,0.64,0.01
20190430,-0.04,-0.7,0.28,0.01
20190501,-0.83,-0.1,-0.03,0.009
20190502,-0.16,0.45,-0.28,0.009
20190503,1.13,0.93,-0.27,0.009
20190506,-0.39,0.6,-0.41,0.009
20190507,-1.69,-0.28,0.51,0.009
20190508,-0.22,-0.16,-0.32,0.009
20190509,-0.28,0.08,0.12,0.009
20190510,0.35,-0.37,0.08,0.009
20190513,-2.67,-0.73,0.29,0.009
20190514,0.93,0.4,-0.02,0.009
20190515,0.58,0.04,-0.96,0.009
20190516,0.91,-0.4,-0.32,0.009
20190517,-0.73,-0.8,0.29,0.009
20190520,-0.65,-0.23,0.72,0.009
20190521,0.9,0.43,-0.34,0.009
20190522,-0.4,-0.52,-0.6,0.009
20190523,-1.37,-0.69,-0.28,0.009
20190524,0.23,0.5,0.3,0.009
20190528,-0.78,0.29,-0.63,0.009
20190529,-0.71,-0.29,0.42,0.009
20190530,0.14,-0.28,-0.77,0.009
20190531,-1.37,-0.22,-0.09,0.009
20190603,-0.4,0.35,1.66,0.009
20190604,2.33,0.42,-0.02,0.009
20190605,0.7,-0.98,-0.98,0.009
20190606,0.55,-1.04,0.02,0.009
20190607,1.04,0.05,-1.21,0.009
20190610,0.53,-0.04,0.09,0.009
20190611,-0.12,-0.26,0.55,0.009
20190612,-0.2,0.41,-0.99,0.009
20190613,0.52,0.67,-0.04,0.009
20190614,-0.27,-0.79,0.31,0.009
20190617,0.15,0.63,-1.12,0.009
20190618,1.04,0.16,0.33,0.009
20190619,0.32,0.11,-0.6,0.009
20190620,0.89,-0.36,-0.22,0.009
20190621,-0.21,-0.47,-0.03,0.009
20190624,-0.34,-0.89,0.08,0.009
20190625,-0.98,0.34,0.71,0.009
20190626,-0.06,-0.06,0.25,0.009
20190627,0.59,1.42,-0.09,0.009
20190628,0.68,0.64,0.61,0.009
20190701,0.75,-0.54,-0.13,0.009
20190702,0.14,-0.8,-0.81,0.009
20190703,0.78,-0.04,-0.33,0.009
20190705,-0.1,0.16,0.91,0.009
20190708,-0.58,-0.45,0.04,0.009
20190709,0.18,-0.15,-0.43,0.009
20190710,0.4,-0.15,-0.36,0.009
20190711,0.19,-0.79,0.05,0.009
20190712,0.53,0.18,0.41,0.009
20190715,-0.04,-0.35,-1.07,0.009
20190716,-0.32,0.35,0.1,0.009
20190717,-0.64,-0.15,-0.65,0.009
20190718,0.35,-0.29,0.01,0.009
20190719,-0.56,0.15,0.87,0.009
20190722,0.25,-0.44,-0.48,0.009
20190723,0.65,-0.23,0.8,0.009
20190724,0.66,0.75,0.86,0.009
20190725,-0.63,-0.66,-0.12,0.009
20190726,0.82,0.39,-0.19,0.009
20190729,-0.32,-0.34,-0.47,0.009
20190730,-0.17,1.36,0.89,0.009
20190731,-1.09,0.12,0.61,0.009
20190801,-1.04,-0.43,-1.91,0.007
20190802,-0.87,-0.32,0.06,0.007
20190805,-3.07,-0.01,0,0.007
20190806,1.29,-0.42,-0.6,0.007
20190807,0.07,0.07,-0.88,0.007
20190808,1.97,0.04,-0.22,0.007
20190809,-0.78,-0.43,-0.22,0.007
20190812,-1.32,0.29,-0.28,0.007
20190813,1.47,-0.16,-0.54,0.007
20190814,-2.95,0.22,-0.52,0.007
20190815,0.16,-0.61,-0.53,0.007
20190816,1.55,0.53,0.61,0.007
20190819,1.14,0.01,0.22,0.007
20190820,-0.75,0.3,-0.5,0.007
20190821,0.85,0.05,-0.3,0.007
20190822,-0.1,-0.53,0.49,0.007
20190823,-2.66,-0.56,-0.19,0.007
20190826,1.08,-0.02,-0.17,0.007
20190827,-0.46,-0.88,-0.68,0.007
20190828,0.68,0.47,0.62,0.007
20190829,1.35,0.31,0.34,0.007
20190830,0.03,-0.38,0.23,0.007
20190903,-0.87,-0.95,0.1,0.009
20190904,1.08,-0.22,0.43,0.009
20190905,1.42,0.41,0.71,0.009
20190906,-0.02,-0.39,0.04,0.009
20190909,0.07,0.74,3.07,0.009
20190910,0.17,1.06,1.13,0.009
20190911,0.88,1.33,-0.04,0.009
20190912,0.22,-0.3,-0.13,0.009
20190913,-0.01,0.01,0.74,0.009
20190916,-0.23,0.9,0.53,0.009
20190917,0.17,-0.59,-1.2,0.009
20190918,-0.05,-0.76,0.05,0.009
20190919,-0.05,-0.43,-0.46,0.009
20190920,-0.48,0.29,0.15,0.009
20190923,-0.02,-0.17,0.51,0.009
20190924,-1.01,-0.73,0,0.009
20190925,0.69,0.36,0.53,0.009
20190926,-0.41,-0.96,0.11,0.009
20190927,-0.62,-0.34,0.89,0.009
20190930,0.5,-0.17,-0.48,0.009
20191001,-1.31,-0.46,-0.59,0.007
20191002,-1.73,0.89,-0.36,0.007
20191003,0.8,-0.23,-0.89,0.007
20191004,1.39,-0.46,-0.07,0.007
20191007,-0.41,0.15,-0.02,0.007
20191008,-1.61,-0.13,-0.13,0.007
20191009,0.92,-0.55,-0.09,0.007
20191010,0.59,-0.4,0.26,0.007
20191011,1.23,0.47,0.2,0.007
20191014,-0.18,-0.34,-0.04,0.007
20191015,1.03,0.25,-0.25,0.007
20191016,-0.24,0.4,0.23,0.007
20191017,0.37,0.8,-0.29,0.007
20191018,-0.49,-0.36,0.86,0.007
20191021,0.71,0.16,0.36,0.007
20191022,-0.34,0.23,0.86,0.007
20191023,0.25,-0.09,0.26,0.007
20191024,0.25,-0.26,-0.89,0.007
20191025,0.51,0.28,0.08,0.007
20191028,0.62,0.27,-0.24,0.007
20191029,-0.13,0.3,0.5,0.007
20191030,0.27,-0.37,-1.16,0.007
20191031,-0.38,-0.26,-0.43,0.007
20191101,1.08,0.48,0.84,0.006
20191104,0.4,0.01,1.36,0.006
20191105,-0.03,0.24,0.45,0.006
20191106,-0.05,-0.72,0.24,0.006
20191107,0.38,-0.15,0.52,0.006
20191108,0.31,0.07,-0.36,0.006
20191111,-0.19,0,-0.19,0.006
20191112,0.16,-0.11,-0.15,0.006
20191113,0.01,-0.21,-0.82,0.006
20191114,0.07,-0.11,-0.25,0.006
20191115,0.74,-0.26,-0.33,0.006
20191118,0.02,-0.35,-0.52,0.006
20191119,0.02,0.58,-0.95,0.006
20191120,-0.33,0,-0.46,0.006
20191121,-0.14,-0.35,0.1,0.006
20191122,0.24,0.06,0.22,0.006
20191125,0.92,1.32,-0.37,0.006
20191126,0.19,0.06,-0.9,0.006
20191127,0.44,0.23,-0.03,0.006
20191129,-0.42,-0.04,-0.31,0.006
20191202,-0.87,-0.25,0.48,0.007
20191203,-0.66,0.6,-0.83,0.007
20191204,0.6,0.13,0.25,0.007
20191205,0.13,-0.21,0.47,0.007
20191206,0.91,0.24,0.37,0.007
20191209,-0.33,0.37,0.11,0.007
20191210,-0.08,0.31,-0.08,0.007
20191211,0.28,-0.07,0.14,0.007
20191212,0.9,-0.14,1.15,0.007
20191213,-0.03,-0.27,-0.55,0.007
20191216,0.74,0.03,-0.05,0.007
20191217,0.1,0.41,0.67,0.007
20191218,-0.05,0.2,0.09,0.007
20191219,0.43,-0.02,-0.42,0.007
20191220,0.48,-0.3,-0.31,0.007
20191223,0.1,0.19,-0.35,0.007
20191224,0.01,0.39,0,0.007
20191226,0.48,-0.54,0,0.007
20191227,-0.1,-0.53,-0.07,0.007
20191230,-0.57,0.19,0.55,0.007
20191231,0.28,-0.01,0.12,0.007
20200102,0.86,-0.88,-0.33,0.006
20200103,-0.67,0.38,0,0.006
20200106,0.36,-0.07,-0.55,0.006
20200107,-0.19,-0.01,-0.25,0.006
20200108,0.47,-0.05,-0.66,0.006
20200109,0.65,-0.64,-0.48,0.006
20200110,-0.34,-0.19,-0.33,0.006
20200113,0.73,-0.11,-0.08,0.006
20200114,-0.06,0.39,-0.18,0.006
20200115,0.16,0.46,-0.81,0.006
20200116,0.88,0.52,-0.12,0.006
20200117,0.28,-0.64,-0.13,0.006
20200121,-0.32,-0.51,-0.62,0.006
20200122,0.08,-0.26,0.01,0.006
20200123,0.07,-0.06,-0.14,0.006
20200124,-0.97,-0.44,-0.29,0.006
20200127,-1.56,0.37,-0.41,0.006
20200128,1.02,-0.12,-0.42,0.006
20200129,-0.11,-0.24,-0.98,0.006
20200130,0.34,-0.68,0.69,0.006
20200131,-1.74,-0.43,-0.35,0.006
20200203,0.84,0.62,-0.67,0.006
20200204,1.57,-0.06,-0.66,0.006
20200205,0.97,0.33,1.47,0.006
20200206,0.27,-0.44,-0.84,0.006
20200207,-0.55,-0.79,-0.04,0.006
20200210,0.73,-0.01,-0.89,0.006
20200211,0.28,0.05,1.05,0.006
20200212,0.66,0.15,-0.34,0.006
20200213,-0.09,0.19,0.01,0.006
20200214,0.15,-0.39,-0.66,0.006
20200218,-0.19,0.16,-0.65,0.006
20200219,0.6,0.18,0.04,0.006
20200220,-0.35,0.49,0.68,0.006
20200221,-1.12,-0.09,-0.01,0.006
20200224,-3.39,0.18,0.01,0.006
20200225,-3.09,-0.11,-0.68,0.006
20200226,-0.53,-0.38,-1.2,0.006
20200227,-4.22,0.79,0.05,0.006
20200228,-0.78,0.3,-0.8,0.006
20200302,4.31,-1.68,-0.43,0.006
20200303,-2.79,0.81,-0.63,0.006
20200304,4.03,-1.08,-1.17,0.006
20200305,-3.38,0.24,-1.4,0.006
20200306,-1.78,0.06,-1.49,0.006
20200309,-7.79,-0.38,-4.76,0.006
20200310,4.74,-2.49,0.8,0.006
20200311,-5.05,-0.82,-0.8,0.006
20200312,-9.63,-0.43,-1.17,0.006
20200313,8.96,-2.69,3.03,0.006
20200316,-12,-0.24,-0.73,0.006
20200317,5.87,0.86,-0.6,0.006
20200318,-5.56,-3.56,-4.69,0.006
20200319,1.31,5.47,0.82,0.006
20200320,-4.15,0.35,-0.89,0.006
20200323,-2.55,2.24,-3.29,0.006
20200324,9.34,-1.27,2.37,0.006
20200325,1.18,-0.77,1.91,0.006
20200326,6.02,-0.72,1.09,0.006
20200327,-3.48,-0.83,-0.78,0.006
20200330,3.16,-0.28,-2.09,0.006
20200331,-1.44,1.81,-0.37,0.006
20200401,-4.5,-1.48,-1.39,0
20200402,2.1,-0.98,-0.28,0
20200403,-1.64,-1.12,-1.18,0
20200406,7.06,0.76,0.31,0
20200407,-0.11,-0.57,2.08,0
20200408,3.4,0.3,1.29,0
20200409,1.59,1.91,3.16,0
20200413,-0.92,-0.84,-2.41,0
20200414,3.02,-0.18,-3.16,0
20200415,-2.15,-1.23,-2.55,0
20200416,0.62,-0.21,-2.97,0
20200417,2.72,0.74,2.77,0
20200420,-1.56,0.78,-0.91,0
20200421,-3.08,0.93,0.16,0
20200422,2.31,-0.7,-1.64,0
20200423,0.13,1.11,0.54,0
20200424,1.44,0.26,-0.13,0
20200427,1.73,1.6,2.71,0
20200428,-0.45,0.99,2.85,0
20200429,2.92,1.89,2,0
20200430,-1.18,-1.43,-1.69,0
20200501,-2.91,-0.55,-0.96,0
20200504,0.54,0.21,-1.27,0
20200505,0.95,0.03,-2.02,0
20200506,-0.52,0.54,-2.7,0
20200507,1.33,-0.06,0.41,0
20200508,1.9,1.38,2.46,0
20200511,0.07,0.48,-3.78,0
20200512,-2.06,-0.83,-1.36,0
20200513,-1.89,-0.89,-2.09,0
20200514,1.14,-1.51,0.94,0
20200515,0.57,1.61,-1.15,0
20200518,3.24,1.56,4.61,0
20200519,-1.01,-0.54,-1.49,0
20200520,1.8,1.09,1.32,0
20200521,-0.7,0.62,0.4,0
20200522,0.27,0.47,-0.85,0
20200526,1.23,0.08,4.56,0
20200527,1.54,0.64,3.62,0
20200528,-0.41,-1.53,-2.43,0
20200529,0.6,-0.29,-1.97,0
20200601,0.52,-0.04,0.42,0
20200602,0.81,-0.09,0.54,0
20200603,1.41,0.14,2.62,0
20200604,-0.34,-0.23,2.89,0
20200605,2.5,0.66,2.76,0
20200608,1.39,0.36,2.08,0
20200609,-0.85,-0.24,-1.92,0
20200610,-0.56,-0.86,-4.1,0
20200611,-5.91,-0.81,-3.05,0
20200612,1.29,0.3,1.83,0
20200615,1.1,1.47,-0.4,0
20200616,1.87,0.6,0.51,0
20200617,-0.4,-0.9,-1.98,0
20200618,0.19,0.1,-0.53,0
20200619,-0.45,0.09,-0.65,0
20200622,0.71,0.85,-1.38,0
20200623,0.42,0.17,-0.61,0
20200624,-2.61,-0.45,-1.35,0
20200625,1.12,0.24,0.5,0
20200626,-2.44,0.11,-1.41,0
20200629,1.51,1.25,1.84,0
20200630,1.58,0.08,0.02,0
20200701,0.41,-1.28,-2.56,0.001
20200702,0.5,-0.02,-0.13,0.001
20200706,1.65,-0.63,0.33,0.001
20200707,-1.03,-0.51,-1.48,0.001
20200708,0.91,0.29,-0.46,0.001
20200709,-0.53,-0.93,-2.61,0.001
20200710,1.11,-0.06,3.05,0.001
20200713,-1.2,-0.77,2.04,0.001
20200714,1.35,0.43,-0.28,0.001
20200715,1.14,2.43,1.26,0.001
20200716,-0.37,-0.35,0.81,0.001
20200717,0.3,0.17,-1.43,0.001
20200720,1.01,-0.46,-2.36,0.001
20200721,0.16,0.87,3.23,0.001
20200722,0.49,-0.61,-0.38,0.001
20200723,-1.2,0.73,1.96,0.001
20200724,-0.75,-0.82,0.45,0.001
20200727,0.88,0.77,-2,0.001
20200728,-0.81,-0.72,1.01,0.001
20200729,1.35,0.46,0.84,0.001
20200730,-0.29,0.49,-1.83,0.001
20200731,0.61,-1.59,-0.66,0.001
20200803,0.98,1.22,-0.84,0
20200804,0.37,0.47,0.02,0
20200805,0.78,1.04,0.82,0
20200806,0.53,-0.49,-0.75,0
20200807,0.02,0.92,2.41,0
20200810,0.24,0.86,1.75,0
20200811,-0.83,-0.33,1.63,0
20200812,1.4,-0.48,-1.37,0
20200813,-0.01,0.19,-1.33,0
20200814,-0.04,-0.11,1.09,0
20200817,0.45,0.59,-1.92,0
20200818,0.22,-1.07,-1.39,0
20200819,-0.38,0.47,0.11,0
20200820,0.31,-0.52,-1.55,0
20200821,0.25,-1.09,-0.42,0
20200824,0.92,-0.37,2.6,0
20200825,0.36,0.16,-0.64,0
20200826,1,-1.16,-1.76,0
20200827,0.18,-0.34,0.94,0
20200828,0.7,0.28,-0.23,0
20200831,-0.04,-0.42,-1.75,0
20200901,0.92,0.45,-0.31,0
20200902,1.27,-0.5,-0.44,0
20200903,-3.7,-0.24,2.61,0
20200904,-0.87,-0.18,2.06,0
20200908,-2.91,0.66,-0.29,0
20200909,2.07,-0.18,-1.99,0
20200910,-1.64,0.29,-0.05,0
20200911,-0.06,-0.84,0.9,0
20200914,1.59,1.16,-0.77,0
20200915,0.57,-0.28,-1.42,0
20200916,-0.39,0.77,1.32,0
20200917,-0.85,0.36,0.2,0
20200918,-0.88,0.8,-0.21,0
20200921,-1.08,-2.02,-1.9,0
20200922,1.02,-0.13,-1.65,0
20200923,-2.48,-0.71,0.18,0
20200924,0.25,-0.21,0.38,0
20200925,1.72,0.14,-1.36,0
20200928,1.66,0.73,1.03,0
20200929,-0.42,0.74,-1.32,0
20200930,0.79,-0.73,0.15,0
20201001,0.79,1.04,-0.55,0
20201002,-0.96,1.07,2.46,0
20201005,1.93,1.02,-0.12,0
20201006,-1.28,0.74,0.26,0
20201007,1.84,0.53,0.23,0
20201008,0.8,0.02,0.99,0
20201009,0.92,0.01,-1.4,0
20201012,1.53,-0.85,-0.06,0
20201013,-0.41,0.17,-1.72,0
20201014,-0.65,0.08,0.03,0
20201015,-0.08,0.91,1.14,0
20201016,-0.06,-0.18,0.08,0
20201019,-1.53,0.36,0.29,0
20201020,0.34,-0.23,1.24,0
20201021,-0.36,-0.47,0.4,0
20201022,0.67,0.59,1.03,0
20201023,0.38,0.4,0.03,0
20201026,-1.85,-0.3,-0.37,0
